Document,Gemini,GPT,Summary_Vietnamese,Summary_English
[914]_138_NQ-CP_m_657153.doc,Văn bản hợp nhất Luật Tổ chức Viện kiểm sát nhân dân,"Văn bản quy định các nhiệm vụ và kế hoạch của các bộ, ngành và địa phương nhằm thúc đẩy khởi nghiệp sáng tạo, đổi mới sáng tạo, cải cách pháp luật, và nâng cao chất lượng nguồn nhân lực cho doanh nghiệp, đặc biệt là trong lĩnh vực khoa học công nghệ, sở hữu trí tuệ, và hỗ trợ doanh nghiệp. Các nhiệm vụ cụ thể liên quan đến việc sửa đổi, bổ sung luật, cải thiện hệ thống công nghệ thông tin, hỗ trợ doanh nghiệp nhỏ và vừa, và triển khai các dịch vụ công trực tuyến.","Văn bản hợp nhất Luật Tổ chức Viện Kiểm sát nhân dân quy định các nhiệm vụ, kế hoạch của bộ, ngành và địa phương nhằm thúc đẩy khởi nghiệp sáng tạo, đổi mới sáng tạo, cải cách pháp luật, nâng cao chất lượng nguồn nhân lực, hỗ trợ doanh nghiệp, đặc biệt trong lĩnh vực khoa học công nghệ, sở hữu trí tuệ và triển khai dịch vụ công trực tuyến, bao gồm sửa đổi luật, cải thiện công nghệ thông tin và hỗ trợ doanh nghiệp nhỏ và vừa.","The consolidated Law on the Organization of the People's Procuracy stipulates the tasks and plans of ministries, sectors, and localities to promote innovative startups, legal reforms, and improve human resource quality, supporting enterprises, especially in science, technology, intellectual property, and online public services, including legal amendments, IT system improvements, and support for small and medium-sized enterprises."
[915]_110_VBHN-VPQH_m_673902.doc,Nghị định quy định chi tiết về tiêu chuẩn,"Luật số 82/2025/QH15 sửa đổi, bổ sung một số điều của Luật Tổ chức Viện kiểm sát nhân dân, quy định các sửa đổi, bổ sung về tổ chức và chức năng của Viện kiểm sát nhân dân, có hiệu lực thi hành từ ngày 01 tháng 7 năm 2025. Các điều chỉnh này bao gồm thay đổi về chức danh, nhiệm vụ của cán bộ, và điều kiện tổ chức liên quan đến các cơ quan tư pháp.","Luật số 82/2025/QH15 sửa đổi, bổ sung một số điều của Luật Tổ chức Viện kiểm sát nhân dân, quy định tổ chức, chức năng, chức danh, nhiệm vụ của cán bộ và điều kiện tổ chức các cơ quan tư pháp, có hiệu lực từ ngày 01/07/2025.","Law No. 82/2025/QH15 amends and supplements certain provisions of the Law on Organization of the People’s Procuracy, stipulating the organization, functions, official titles, duties of personnel, and organizational conditions of judicial bodies, effective from July 1, 2025."
[916]_65_2026_ND-CP_m_695465.doc,Nghị định 280/2025/NĐ-CP sửa đổi,"Văn bản quy định các biểu mẫu và thủ tục liên quan đến việc cấp, thu hồi và cấp lại chứng chỉ hành nghề Quản tài viên, cũng như đăng ký hành nghề quản lý, thanh lý tài sản cho cá nhân và doanh nghiệp. Các mẫu đơn bao gồm thông tin cá nhân, quá trình hoạt động, lý do cấp lại hoặc thu hồi chứng chỉ, cam kết tuân thủ pháp luật, và các yêu cầu về hồ sơ đầy đủ khi nộp trực tuyến hoặc qua bưu chính.","Nghị định 280/2025/NĐ-CP quy định thủ tục, biểu mẫu liên quan đến cấp, thu hồi, cấp lại chứng chỉ hành nghề Quản tài viên và đăng ký hành nghề quản lý, thanh lý tài sản cho cá nhân, doanh nghiệp, bao gồm thông tin cá nhân, quá trình hoạt động, lý do cấp lại hoặc thu hồi chứng chỉ, cam kết tuân thủ pháp luật và yêu cầu hồ sơ khi nộp trực tuyến hoặc qua bưu chính.","Decree 280/2025/ND-CP stipulates procedures and forms for issuing, revoking, and reissuing receivership practice certificates, as well as registering for asset management and liquidation practice for individuals and enterprises, including personal information, work history, reasons for reissuance or revocation, legal compliance commitments, and documentation requirements for online or postal submission."
[917]_280_2025_ND-CP_m_678886.doc,Luật này quy định về chức năng thực hành quyền công tố và kiểm sát hoạt động tư pháp; nhiệm vụ,"Văn bản quy định các mẫu chứng thực, bao gồm mẫu chứng thực di chúc, chứng thực bản sao, chứng thực chữ ký, chứng thực giao dịch, và chứng thực chữ ký người dịch, nhằm thực hiện các thủ tục chứng thực tại cơ quan nhà nước, đặc biệt là UBND xã/phường hoặc các trung tâm hành chính công. Nội dung các mẫu chứng thực chi tiết các thông tin cần ghi chép, như tên người yêu cầu chứng thực, giấy tờ tùy thân, và các yêu cầu đặc biệt khi có người làm chứng hoặc phiên dịch. Mỗi mẫu đều ghi rõ quy trình, hình thức và yêu cầu về chứng thực.","Văn bản quy định các mẫu chứng thực gồm di chúc, bản sao, chữ ký, giao dịch và chữ ký người dịch, hướng dẫn thực hiện thủ tục chứng thực tại cơ quan nhà nước như UBND xã/phường hoặc trung tâm hành chính công, chi tiết thông tin cần ghi, quy trình, hình thức và yêu cầu đặc biệt khi có người làm chứng hoặc phiên dịch.","The document stipulates authentication forms including wills, copies, signatures, transactions, and translator signatures, providing guidance for carrying out authentication procedures at state agencies such as commune/ward People's Committees or administrative centers, detailing required information, procedures, formats, and special requirements when witnesses or interpreters are involved."
[918]_14_VBHN-VPQH_m_694825.doc,Thông tư quy định định mức kinh tế - kỹ thuật cho hoạt động giao rừng và cho thuê rừng,"Luật sửa đổi, bổ sung một số điều của Luật Tổ chức Viện kiểm sát nhân dân và Luật Tương trợ tư pháp về hình sự, quy định về hiệu lực thi hành và các chuyển tiếp, bổ sung nhiều thuật ngữ và thay đổi nội dung liên quan đến việc thi hành các quy định của Luật. Các quy định này có hiệu lực từ ngày 1/7/2025 và 1/7/2026, tùy theo luật cụ thể.","Luật sửa đổi, bổ sung một số điều của Luật Tổ chức Viện Kiểm sát nhân dân và Luật Tương trợ tư pháp về hình sự, quy định hiệu lực thi hành từ ngày 1/7/2025 và 1/7/2026 tùy theo luật, đồng thời bổ sung thuật ngữ và thay đổi nội dung liên quan đến việc thi hành các quy định của Luật; không liên quan đến định mức kinh tế - kỹ thuật cho hoạt động giao rừng và cho thuê rừng.","The Law amending and supplementing certain provisions of the Law on the Organization of the People's Procuracy and the Law on Mutual Legal Assistance in Criminal Matters stipulates enforcement from July 1, 2025, and July 1, 2026, depending on the specific law, while adding terms and modifying content related to the implementation of the Law's provisions; it is unrelated to the economic-technical norms for forest allocation and leasing activities."
[919]_58_2025_TT-BNNMT_m_672724.doc,Quyết định ban hành Kế hoạch thực hiện Quy hoạch tỉnh Khánh Hòa thời kỳ 2021 - 2030,"Văn bản quy định các tỷ lệ và mức phí cho chủ rừng, bao gồm cộng đồng, tổ chức và cá nhân, hộ gia đình, với các mức phí tương ứng tùy thuộc vào diện tích đất rừng. Cũng đưa ra các hướng dẫn về lập hồ sơ, tổng hợp số liệu, và báo cáo kết quả giao rừng. Các công việc cần hoàn thiện hồ sơ, số hóa tài liệu và tổ chức các hội nghị báo cáo kết quả giao rừng, cho thuê rừng.","Quyết định ban hành Kế hoạch thực hiện Quy hoạch tỉnh Khánh Hòa giai đoạn 2021-2030, quy định tỷ lệ, mức phí cho chủ rừng (cộng đồng, tổ chức, cá nhân, hộ gia đình) theo diện tích rừng, hướng dẫn lập hồ sơ, tổng hợp số liệu, báo cáo kết quả giao rừng, số hóa tài liệu và tổ chức các hội nghị báo cáo.","Decision issuing the Implementation Plan for Khanh Hoa Province's Land Use Plan for 2021-2030, stipulating the rates and fees for forest owners (communities, organizations, individuals, households) based on forest area, and providing guidance on dossier preparation, data aggregation, reporting of forest allocation results, digitization of documents, and organization of reporting conferences."
[920]_100_QD-TTg_m_640219.doc,Nghị định 183/2025/NĐ-CP sửa đổi,"Văn bản liệt kê danh mục các dự án đầu tư của tỉnh Khánh Hòa trong nhiều lĩnh vực, bao gồm giao thông, thủy lợi, y tế, công nghiệp, văn hóa, giáo dục, du lịch và hạ tầng khu đô thị. Các dự án sử dụng ngân sách nhà nước, vốn huy động hợp pháp và vốn ngoài ngân sách. Văn bản cũng yêu cầu các cơ quan có thẩm quyền chịu trách nhiệm về việc quyết định chủ trương đầu tư và đảm bảo thực hiện theo đúng quy định pháp luật.","Nghị định 183/2025/NĐ-CP của Chính phủ liệt kê danh mục các dự án đầu tư của tỉnh Khánh Hòa trong các lĩnh vực giao thông, thủy lợi, y tế, công nghiệp, văn hóa, giáo dục, du lịch và hạ tầng khu đô thị, sử dụng ngân sách nhà nước, vốn huy động hợp pháp và vốn ngoài ngân sách, đồng thời yêu cầu các cơ quan có thẩm quyền quyết định chủ trương đầu tư và đảm bảo thực hiện theo đúng quy định pháp luật.","Government Decree No. 183/2025/ND-CP lists investment projects in Khanh Hoa province across transportation, irrigation, health, industry, culture, education, tourism, and urban infrastructure sectors, funded by the state budget, legally mobilized capital, and non-state capital, and requires competent authorities to approve investment policies and ensure implementation in accordance with legal regulations."
[921]_183_2025_ND-CP_m_663546.doc,Luật quy định về biện pháp quản lý chất lượng sản phẩm,"Văn bản này quy định hợp đồng cho thuê môi trường rừng để nuôi, trồng, phát triển và thu hoạch cây dược liệu. Nội dung hợp đồng bao gồm các điều khoản về diện tích cho thuê, mục đích, thời gian, giá trị thuê, quyền lợi và trách nhiệm của các bên liên quan, cũng như các quy định về bảo vệ rừng và phòng cháy chữa cháy. Hợp đồng có hiệu lực từ ngày ký và được ký kết giữa bên cho thuê và bên thuê môi trường rừng.","Văn bản quy định hợp đồng cho thuê môi trường rừng để nuôi, trồng, phát triển và thu hoạch cây dược liệu, bao gồm diện tích, mục đích, thời gian, giá trị thuê, quyền lợi và trách nhiệm các bên, cùng quy định bảo vệ rừng và phòng cháy chữa cháy, có hiệu lực từ ngày ký.","The document regulates forest environment lease contracts for cultivating, growing, developing, and harvesting medicinal plants, covering area, purpose, duration, lease value, parties' rights and responsibilities, as well as forest protection and fire prevention provisions, effective from the date of signing."
[922]_156_VBHN-VPQH_m_672557.doc,Thông tư quy định chi tiết về hồ sơ,"Văn bản sửa đổi, bổ sung một số điều của Luật Chất lượng sản phẩm, hàng hóa, có hiệu lực từ ngày 01/01/2026. Quy định về việc tiếp tục thực hiện các hoạt động liên quan đến sản phẩm, hàng hóa đã công bố hợp chuẩn, hợp quy trước khi Luật có hiệu lực thi hành, cũng như các điều khoản chuyển tiếp về chứng nhận hợp chuẩn, hợp quy và đánh giá sự phù hợp.","Văn bản sửa đổi, bổ sung một số điều của Luật Chất lượng sản phẩm, hàng hóa, có hiệu lực từ ngày 01/01/2026, quy định tiếp tục thực hiện các hoạt động liên quan đến sản phẩm, hàng hóa đã công bố hợp chuẩn, hợp quy trước khi Luật có hiệu lực và hướng dẫn chi tiết hồ sơ, chứng nhận hợp chuẩn, hợp quy cùng đánh giá sự phù hợp.","The document amends and supplements certain provisions of the Law on Product and Goods Quality, effective from January 1, 2026, regulating the continuation of activities related to products and goods previously declared compliant, and providing detailed guidance on dossiers, conformity certification, and conformity assessment."
[923]_21_VBHN-NHNN_m_676377.doc,Nghị định 25/2026/NĐ-CP quy định chi tiết thi hành Luật Hóa chất về phát triển công nghiệp hóa chất và bảo đảm an toàn,"Thông tư số 25/2025/TT-NHNN quy định về việc mở và sử dụng tài khoản thanh toán tại các tổ chức cung ứng dịch vụ thanh toán, bao gồm các yêu cầu đối với tổ chức, cá nhân, và các biện pháp phòng ngừa gian lận, lừa đảo trong giao dịch. Các tổ chức, cá nhân phải thực hiện các yêu cầu báo cáo và giám sát, đặc biệt trong việc xác minh thông tin tài khoản, theo các hướng dẫn trong các phụ lục kèm theo. Các điều chỉnh và bổ sung có hiệu lực từ ngày 31/8/2025.","Thông tư số 25/2025/TT-NHNN quy định việc mở và sử dụng tài khoản thanh toán tại các tổ chức cung ứng dịch vụ thanh toán, bao gồm các yêu cầu đối với tổ chức, cá nhân, biện pháp phòng ngừa gian lận và lừa đảo, cùng các hướng dẫn báo cáo, giám sát và xác minh thông tin tài khoản, có hiệu lực từ ngày 31/8/2025.","Circular No. 25/2025/TT-NHNN regulates the opening and use of payment accounts at payment service providers, including requirements for organizations and individuals, measures to prevent fraud and scams, as well as guidance on reporting, monitoring, and account information verification, effective from August 31, 2025."
[924]_25_2026_ND-CP_m_683132.doc,Nghị định sửa đổi,"Nghị định quy định các điều khoản thi hành liên quan đến hoạt động tư vấn chuyên ngành hóa chất, phòng ngừa và ứng phó sự cố hóa chất. Các tổ chức, cá nhân có hoạt động liên quan phải thực hiện các biện pháp phòng ngừa và báo cáo Kế hoạch trước ngày 31/12/2026. Đồng thời, các Bộ, cơ quan liên quan và UBND các tỉnh có trách nhiệm triển khai và giám sát việc thi hành nghị định.","Nghị định quy định các điều khoản thi hành về tư vấn chuyên ngành hóa chất, phòng ngừa và ứng phó sự cố hóa chất; các tổ chức, cá nhân phải thực hiện biện pháp phòng ngừa và báo cáo kế hoạch trước ngày 31/12/2026, trong khi các Bộ, cơ quan liên quan và UBND các tỉnh chịu trách nhiệm triển khai và giám sát việc thi hành.","The decree stipulates the implementing provisions on chemical industry consulting, chemical incident prevention and response; organizations and individuals must take preventive measures and submit plans before December 31, 2026, while relevant ministries, agencies, and provincial People's Committees are responsible for implementation and supervision."
[925]_247_2025_ND-CP_m_672761.doc,Luật này quy định về nguyên tắc,"Văn bản quy định các mẫu giấy chứng nhận đăng ký tạm thời, đăng ký phương tiện đang đóng, xóa đăng ký và các loại giấy phép liên quan đến tàu biển, bao gồm các thông số kỹ thuật của tàu và quyền sở hữu. Các giấy chứng nhận này có hiệu lực từ 01/01/2027 và phải có mã QR để kết nối với hệ thống đăng ký tàu biển quốc gia.","Văn bản quy định các mẫu giấy chứng nhận đăng ký tạm thời, đăng ký phương tiện đang đóng, xóa đăng ký và các loại giấy phép liên quan đến tàu biển, bao gồm thông số kỹ thuật của tàu, quyền sở hữu và yêu cầu mã QR kết nối với hệ thống đăng ký tàu biển quốc gia, có hiệu lực từ ngày 01/01/2027.","The document regulates forms of temporary registration certificates, certificates for vessels under construction, deregistration, and other maritime permits, including vessel specifications, ownership rights, and the requirement for a QR code linked to the national maritime registration system, effective from January 1, 2027."
[926]_54_VBHN-VPQH_m_669858.doc,Thông tư quy định chi tiết về công tác tuyển chọn công dân thực hiện nghĩa vụ tham gia Công an nhân dân,"Văn bản quy định về hợp nhất và pháp điển hóa hệ thống quy phạm pháp luật, quản lý cơ sở dữ liệu pháp luật quốc gia, ứng dụng công nghệ số trong xây dựng và tổ chức thi hành văn bản pháp luật. Đồng thời xác định trách nhiệm các cơ quan, tổ chức trong công tác xây dựng, ban hành và tổ chức thi hành văn bản quy phạm pháp luật, cũng như các nguồn lực hỗ trợ cho công tác này. Văn bản có hiệu lực từ ngày 01/04/2025, thay thế một số quy định cũ của Luật Ban hành văn bản quy phạm pháp luật năm 2015.","Văn bản quy định về hợp nhất, pháp điển hóa hệ thống quy phạm pháp luật, quản lý cơ sở dữ liệu pháp luật quốc gia, ứng dụng công nghệ số trong xây dựng và tổ chức thi hành văn bản pháp luật, xác định trách nhiệm các cơ quan, tổ chức trong công tác này, đồng thời thay thế một số quy định cũ của Luật Ban hành văn bản quy phạm pháp luật năm 2015, có hiệu lực từ ngày 01/04/2025.","The document stipulates the consolidation and codification of the legal normative system, management of the national legal database, use of digital technology in drafting and implementing legal documents, defines the responsibilities of agencies and organizations in this work, and replaces certain provisions of the 2015 Law on Promulgation of Legal Documents, effective from April 1, 2025."
[927]_101_2025_TT-BCA_m_682350.doc,Luật này quy định chi tiết về trách nhiệm bồi thường của Nhà nước đối với cá nhân,"Văn bản này liên quan đến công tác tuyển chọn công dân thực hiện nghĩa vụ tham gia Công an nhân dân. Các đơn vị địa phương cần báo cáo kết quả tuyển quân và lý do không tuyển đủ, đồng thời thống kê các chỉ tiêu tuyển quân cho Bộ Công an. Văn bản yêu cầu báo cáo chi tiết về các chỉ tiêu, tỷ lệ tuyển, số công dân tham gia, phân loại theo trình độ, đảng viên, đoàn viên và dân tộc thiểu số.","Văn bản quy định chi tiết trách nhiệm bồi thường của Nhà nước đối với cá nhân và hướng dẫn công tác tuyển chọn công dân thực hiện nghĩa vụ tham gia Công an nhân dân, bao gồm việc báo cáo kết quả tuyển quân, lý do không tuyển đủ, thống kê chỉ tiêu, tỷ lệ tuyển, số công dân tham gia, phân loại theo trình độ, đảng viên, đoàn viên và dân tộc thiểu số.","The document stipulates detailed state compensation responsibilities to individuals and provides guidance on the recruitment of citizens for service in the People's Public Security, including reporting recruitment results, reasons for insufficient recruitment, and statistics on quotas, recruitment rates, participant numbers, categorized by education, party membership, youth union membership, and ethnic minority status."
[928]_98_VBHN-VPQH_m_672477.doc,Nghị định quy định chi tiết các hành vi vi phạm hành chính,"Luật này quy định về trách nhiệm bồi thường của Nhà nước, các thủ tục chi trả, hoàn trả và trách nhiệm của các cơ quan nhà nước trong công tác bồi thường. Các yêu cầu bồi thường trước khi Luật này có hiệu lực sẽ tiếp tục áp dụng theo Luật Trách nhiệm bồi thường của Nhà nước số 35/2009/QH12. Luật có hiệu lực thi hành từ ngày 01 tháng 7 năm 2018 và thay thế Luật trước đó, đồng thời quy định các điều khoản chuyển tiếp và hiệu lực thi hành cho các điều chỉnh liên quan đến Tòa án nhân dân và Viện kiểm sát nhân dân.","Luật quy định trách nhiệm bồi thường của Nhà nước, thủ tục chi trả, hoàn trả và trách nhiệm của các cơ quan nhà nước; các yêu cầu bồi thường trước đây tiếp tục áp dụng theo Luật Trách nhiệm bồi thường của Nhà nước số 35/2009/QH12; có hiệu lực từ ngày 01/07/2018, thay thế Luật trước đó và bao gồm các điều khoản chuyển tiếp liên quan đến Tòa án nhân dân và Viện kiểm sát nhân dân.","The law stipulates the State’s liability for compensation, procedures for payment and reimbursement, and responsibilities of state agencies; prior compensation claims continue to follow State Compensation Law No. 35/2009/QH12; it takes effect on July 1, 2018, replacing the previous law and including transitional provisions related to the People’s Courts and the People’s Procuracies."
[929]_290_2025_ND-CP_m_679994.doc,Thông tư hướng dẫn chế độ ghi sổ kế toán,"Nghị định quy định các thẩm quyền xử phạt vi phạm hành chính trong lĩnh vực tài nguyên nước, bao gồm các mức phạt, biện pháp khắc phục hậu quả và thẩm quyền của các lực lượng chức năng như Công an, Bộ đội biên phòng, Cảnh sát biển. Đồng thời quy định chuyển tiếp các hành vi vi phạm hành chính trước khi Nghị định có hiệu lực và việc thi hành các quyết định xử phạt. Nghị định có hiệu lực từ ngày 25/12/2025.","Nghị định quy định thẩm quyền xử phạt vi phạm hành chính trong lĩnh vực tài nguyên nước, gồm các mức phạt, biện pháp khắc phục hậu quả, thẩm quyền của Công an, Bộ đội biên phòng, Cảnh sát biển, chuyển tiếp các vi phạm trước khi nghị định có hiệu lực và thi hành quyết định xử phạt, có hiệu lực từ ngày 25/12/2025.","The decree stipulates the authority for administrative sanctions in the water resources sector, including penalty levels, remedial measures, the authority of the Police, Border Guards, and Coast Guard, transitional provisions for violations prior to its effective date, and enforcement of sanction decisions, effective from December 25, 2025."
[930]_152_2025_TT-BTC_m_680351.doc,Quyết định quy định tiêu chuẩn,"Thông tư hướng dẫn chế độ kế toán cho các hộ kinh doanh, cá nhân kinh doanh, bao gồm các quy định chi tiết về cách ghi sổ, tính thuế xuất khẩu, thuế nhập khẩu, thuế tiêu thụ đặc biệt, thuế bảo vệ môi trường, thuế tài nguyên, thuế sử dụng đất. Thông tư có hiệu lực từ 01/01/2026 và thay thế Thông tư số 88/2021/TT-BTC. Các cơ quan liên quan có trách nhiệm triển khai và hướng dẫn thực hiện.","Thông tư hướng dẫn chế độ kế toán cho hộ kinh doanh và cá nhân kinh doanh, bao gồm cách ghi sổ và tính các loại thuế như xuất khẩu, nhập khẩu, tiêu thụ đặc biệt, bảo vệ môi trường, tài nguyên, và sử dụng đất; có hiệu lực từ 01/01/2026, thay thế Thông tư số 88/2021/TT-BTC, các cơ quan liên quan chịu trách nhiệm triển khai và hướng dẫn.","The circular provides guidance on accounting regimes for business households and individual businesses, including bookkeeping and calculating taxes such as export, import, special consumption, environmental protection, natural resources, and land use; effective from January 1, 2026, replacing Circular No. 88/2021/TT-BTC, with relevant agencies responsible for implementation and guidance."
[931]_15_2025_QD-TTg_m_660834.doc,Thông tư quy định chế độ quản lý,"Văn bản quy định tiêu chuẩn, định mức sử dụng máy móc, thiết bị tại các phòng làm việc, bao gồm các thiết bị như bàn ghế, máy vi tính, điện thoại, máy in, và các thiết bị văn phòng khác, theo số lượng tối đa và mức giá tối đa. Cũng đưa ra các hướng dẫn về mức giá mua tối đa và việc thay thế thiết bị khi cần thiết.","Thông tư quy định tiêu chuẩn, định mức sử dụng và quản lý máy móc, thiết bị tại các phòng làm việc, bao gồm bàn ghế, máy vi tính, điện thoại, máy in và các thiết bị văn phòng khác, xác định số lượng tối đa, mức giá tối đa, hướng dẫn giá mua tối đa và việc thay thế thiết bị khi cần thiết.","The circular stipulates the standards, norms, and management of machinery and equipment in offices, including desks, computers, phones, printers, and other office devices, specifying maximum quantities, maximum prices, guidance on maximum purchase prices, and equipment replacement when necessary."
[932]_137_2025_TT-BTC_m_688052.doc,Nghị định quy định chi tiết và hướng dẫn thi hành các điều khoản của Luật Đất đai năm 2024 về bồi thường,"Thông tư quy định về quản lý, tính hao mòn tài sản kết cấu hạ tầng hàng không, bao gồm các quy định về thời gian tính hao mòn, phương pháp tính, và yêu cầu báo cáo tài sản. Cụ thể, thời gian hao mòn của tài sản được tính theo quy định tại phụ lục, với việc điều chỉnh tài sản đã hết thời gian hao mòn nhưng vẫn còn giá trị. Các báo cáo về tài sản kết cấu hạ tầng hàng không cần được thực hiện theo các mẫu biểu quy định và phải gửi đến cơ quan có thẩm quyền. Thông tư có hiệu lực từ ngày 14/02/2026.","Thông tư hướng dẫn quản lý, tính hao mòn và báo cáo tài sản kết cấu hạ tầng hàng không, quy định thời gian và phương pháp tính hao mòn, điều chỉnh tài sản hết thời gian hao mòn nhưng còn giá trị, có hiệu lực từ ngày 14/02/2026.","The circular provides guidance on managing, calculating depreciation, and reporting aviation infrastructure assets, specifying depreciation timeframes and methods, adjusting assets that have fully depreciated but still retain value, effective from February 14, 2026."
[933]_81_VBHN-BNNMT_m_681243.doc,Nghị định quy định về hành vi vi phạm,"Quyết định phê duyệt phương án bồi thường, hỗ trợ, tái định cư khi Nhà nước thu hồi đất để thực hiện dự án. Quyết định nêu rõ các phương án bồi thường cho từng cá nhân và tổ chức có đất thu hồi, trách nhiệm của các bên liên quan và hiệu lực thi hành của quyết định.","Quyết định phê duyệt phương án bồi thường, hỗ trợ và tái định cư khi Nhà nước thu hồi đất để thực hiện dự án, nêu rõ phương án cho từng cá nhân, tổ chức có đất bị thu hồi, trách nhiệm các bên liên quan và hiệu lực thi hành.","The decision approves the compensation, support, and resettlement plan when the State recovers land for project implementation, specifying plans for each affected individual and organization, the responsibilities of relevant parties, and the effective date."
[934]_71_2026_ND-CP_m_697024.doc,Nghị định này quy định chi tiết về chữ ký điện tử và dịch vụ tin cậy,"Nghị định quy định về xử phạt vi phạm hành chính trong lĩnh vực năng lượng nguyên tử, bao gồm các quy định về biện pháp xử lý hành vi vi phạm, thẩm quyền lập biên bản vi phạm và xử phạt của các cơ quan, tổ chức có thẩm quyền. Nghị định cũng quy định về hiệu lực thi hành, các văn bản pháp luật liên quan, và trách nhiệm của các cơ quan thực thi. Nghị định này có hiệu lực từ ngày 01/05/2026 và thay thế các quy định tại các nghị định trước đây.","Nghị định quy định chi tiết về chữ ký điện tử, dịch vụ tin cậy và xử phạt vi phạm hành chính trong lĩnh vực năng lượng nguyên tử, bao gồm biện pháp xử lý vi phạm, thẩm quyền lập biên bản, hiệu lực thi hành, văn bản liên quan và trách nhiệm các cơ quan thực thi, có hiệu lực từ ngày 01/05/2026.","The decree provides detailed regulations on electronic signatures, trusted services, and administrative sanctions in the field of nuclear energy, including violation handling measures, authority for record-keeping, effective date, related legal documents, and responsibilities of enforcement agencies, effective from May 1, 2026."
[935]_23_2025_ND-CP_m_644185.doc,Nghị định 123/2025/NĐ-CP quy định chi tiết về thiết kế kỹ thuật tổng thể (FEED) và các cơ chế,"Văn bản quy định về việc cấp chứng nhận chữ ký điện tử chuyên dùng bảo đảm an toàn, cấp giấy phép kinh doanh dịch vụ tin cậy và các mẫu hồ sơ liên quan. Văn bản này mô tả quy trình cấp giấy phép, yêu cầu về các tài liệu cần cung cấp, cũng như các cam kết của tổ chức, doanh nghiệp trong việc tuân thủ quy định pháp luật về chữ ký điện tử và dịch vụ tin cậy.","Nghị định 123/2025/NĐ-CP quy định về cấp chứng nhận chữ ký điện tử chuyên dùng, cấp giấy phép kinh doanh dịch vụ tin cậy, hướng dẫn các mẫu hồ sơ, quy trình cấp phép, yêu cầu tài liệu, và các cam kết tuân thủ pháp luật của tổ chức, doanh nghiệp.","Decree No. 123/2025/ND-CP regulates the issuance of specialized electronic signature certificates, licensing of trust service businesses, guidance on forms and application procedures, document requirements, and the legal compliance commitments of organizations and enterprises."
[936]_123_2025_ND-CP_m_660558.doc,Nghị định quy định chi tiết các chế độ đối với sĩ quan Quân đội nhân dân Việt Nam nghỉ hưu bao gồm: an điều dưỡng,"Nghị định quy định quyền và nghĩa vụ của các tổ chức tư vấn, Ban quản lý dự án đầu tư xây dựng, các bên tham gia hợp đồng EPC, EC, EP, và các cơ quan liên quan trong việc quản lý, thực hiện dự án xây dựng. Bộ Xây dựng, Bộ Tài chính, các Ủy ban nhân dân cấp tỉnh có trách nhiệm hướng dẫn, kiểm tra và báo cáo về việc thực hiện các quy định của nghị định này. Quy định về trách nhiệm và nghĩa vụ của các bên tham gia cũng như các cơ quan nhà nước trong quản lý và thực hiện dự án xây dựng. Nghị định có hiệu lực thi hành từ ngày ký ban hành.","Nghị định quy định quyền, nghĩa vụ của các tổ chức tư vấn, Ban quản lý dự án đầu tư xây dựng, các bên tham gia hợp đồng EPC, EC, EP và các cơ quan liên quan trong quản lý, thực hiện dự án xây dựng; đồng thời giao Bộ Xây dựng, Bộ Tài chính và Ủy ban nhân dân cấp tỉnh trách nhiệm hướng dẫn, kiểm tra, báo cáo. Nghị định có hiệu lực thi hành từ ngày ký ban hành.","The decree stipulates the rights and obligations of consulting organizations, investment project management boards, parties involved in EPC, EC, EP contracts, and related agencies in managing and implementing construction projects, while assigning the Ministry of Construction, Ministry of Finance, and provincial People's Committees the responsibility to guide, inspect, and report. The decree takes effect from the date of signing."
[937]_343_2025_ND-CP_m_686867.doc,Quyết định quy định chi tiết về tiêu chí môi trường và quy trình xác nhận dự án đầu tư thuộc danh mục phân loại xanh nhằm hưởng chính sách ưu đãi về tín dụng xanh và trái phiếu xanh. Văn bản quy định rõ thẩm quyền xác nhận của cơ quan nhà nước và tổ chức độc lập,Văn bản quy định việc theo dõi và quản lý sĩ quan Quân đội nghỉ hưu,"Văn bản bao gồm hai nội dung: theo dõi và quản lý sĩ quan Quân đội nghỉ hưu; đồng thời quy định tiêu chí môi trường và quy trình xác nhận dự án đầu tư thuộc danh mục phân loại xanh để hưởng chính sách ưu đãi về tín dụng xanh và trái phiếu xanh, cùng thẩm quyền xác nhận của cơ quan nhà nước và tổ chức độc lập.","The document covers two aspects: monitoring and managing retired military officers; and setting environmental criteria and procedures for certifying investment projects classified as green to receive green credit and bond incentives, including the certification authority of state agencies and independent organizations."
